*** Simulated Data ***
Time (s),0.1 uM,0.5 uM,1 uM,5 uM,10 uM,50 uM
2.0100502512562812,(0.03266413794329617+0j),(0.15498269113438973+0j),(0.29094429755918105+0j),(0.9528837014186724+0j),(1.3087237498817892+0j),(1.8242175084082461+0j)
2.135678391959799,(0.03431325475100577+0j),(0.16300331830824488+0j),(0.30639745690726317+0j),(1.0088659267699+0j),(1.3883390014129766+0j),(1.9380204570761705+0j)
2.2613065326633164,(0.035922494230758606+0j),(0.1708490062222089+0j),(0.3215540694959593+0j),(1.0644148474710038+0j),(1.46768478971544+0j),(2.0517980196408843+0j)
2.386934673366834,(0.03749279622133672+0j),(0.17852307180234395+0j),(0.3364182863933116+0j),(1.1195284762070972+0j),(1.5467588737272209+0j),(2.165550092582748+0j)
2.5125628140703515,(0.03902507957313623+0j),(0.18602879005862627+0j),(0.35099425590587674+0j),(1.1742048682209956+0j),(1.6255589969783966+0j),(2.279276571773032+0j)
2.638190954773869,(0.04052024256169916+0j),(0.19336939372928286+0j),(0.36528612148987083+0j),(1.2284421229958635+0j),(1.7040828877408192+0j),(2.3929773524691598+0j)
2.7638190954773867,(0.04197916329575642+0j),(0.20054807297008714+0j),(0.37929801970994836+0j),(1.2822383859480562+0j),(1.7823282591903844+0j),(2.5066523293101852+0j)
2.8894472361809043,(0.043402700119716794+0j),(0.20756797508731128+0j),(0.39303407824743375+0j),(1.33559185012835+0j),(1.8602928095822069+0j),(2.6203013963119304+0j)
3.015075376884422,(0.04479169201054649+0j),(0.21443220431300886+0j),(0.4064984139596619+0j),(1.3885007579296218+0j),(1.9379742224391805+0j),(2.733924446862389+0j)
3.1407035175879394,(0.046146958968992735+0j),(0.22114382162128376+0j),(0.41969513099193667+0j),(1.440963402798995+0j),(2.0153701667543196+0j),(2.847521373716866+0j)
3.266331658291457,(0.0474693024051127+0j),(0.22770584458419635+0j),(0.4326283189434571+0j),(1.4929781309523342+0j),(2.0924782972073572+0j),(2.9610920689931035+0j)
3.3919597989949746,(0.04875950551807756+0j),(0.23412124726594363+0j),(0.44530205108841203+0j),(1.5445433430889413+0j),(2.1692962543960315+0j),(3.074636424166499+0j)
3.517587939698492,(0.050018333670228864+0j),(0.24039296015395095+0j),(0.45772038265328974+0j),(1.5956574961041472+0j),(2.2458216650825484+0j),(3.1881543300650534+0j)
3.6432160804020097,(0.05124653475537095+0j),(0.24652387012550903+0j),(0.46988734915130703+0j),(1.6463191047975103+0j),(2.3220521424556413+0j),(3.30164567686451+0j)
3.7688442211055273,(0.05244483956129087+0j),(0.2525168204485936+0j),(0.4818069647747121+0j),(1.6965267435741422+0j),(2.397985286408759+0j),(3.415110354083268+0j)
3.894472361809045,(0.05361396212650251+0j),(0.2583746108155096+0j),(0.4934832208455724+0j),(1.7462790481367048+0j),(2.473618683834794+0j),(3.5285482505773658+0j)
4.0201005025125625,(0.05475460009121832+0j),(0.26409999740801277+0j),(0.504920084325529+0j),(1.7955747171654823+0j),(2.5489499089378898+0j),(3.6419592545353225+0j)
4.14572864321608,(0.055867435042557374+0j),(0.26969569299256557+0j),(0.5161214963848548+0j),(1.8444125139839018+0j),(2.623976523562775+0j),(3.7553432534730007+0j)
4.271356783919598,(0.05695313285400368+0j),(0.2751643670444074+0j),(0.5270913710310279+0j),(1.8927912682067847+0j),(2.6986960775421407+0j),(3.868700134228419+0j)
4.396984924623116,(0.05801234401913377+0j),(0.2805086458991229+0j),(0.5378335937969104+0j),(1.9407098773685845+0j),(2.77310610906253+0j),(3.982029782956431+0j)
4.522613065326633,(0.059045703979637154+0j),(0.2857311129304211+0j),(0.5483520204884942+0j),(1.988167308528772+0j),(2.8472041450492602+0j),(4.095332085123509+0j)
4.64824120603015,(0.060053833447657426+0j),(0.290834308752847+0j),(0.5586504759920647+0j),(2.0351625998515175+0j),(2.920987701570863+0j),(4.208606925502323+0j)
4.773869346733668,(0.06103733872248611+0j),(0.29582073144817583+0j),(0.5687327531405237+0j),(2.0816948621567577+0j),(2.9944542842635444+0j),(4.321854188166341+0j)
4.899497487437186,(0.061996812001644724+0j),(0.3006928368142582+0j),(0.5786026116385028+0j),(2.1277632804396913+0j),(3.067601388776163+0j),(4.435073756484385+0j)
5.025125628140703,(0.0629328316863945+0j),(0.305453038635111+0j),(0.588263777045805+0j),(2.1733671153557506+0j),(3.1404265012362353+0j),(4.548265513115155+0j)
5.15075376884422,(0.06384596268171609+0j),(0.31010370897107103+0j),(0.5977199398186115+0j),(2.2185057046680368+0j),(3.2129270987374543+0j),(4.661429340001597+0j)
5.276381909547738,(0.06473675669080449+0j),(0.3146471784678584+0j),(0.606974754407808+0j),(2.263178464654213+0j),(3.285100649849232+0j),(4.774565118365352+0j)
5.402010050251256,(0.06560575250412777+0j),(0.3190857366834198+0j),(0.6160318384136962+0j),(2.3073848914698454+0j),(3.3569446151487394+0j),(4.887672728701062+0j)
5.527638190954773,(0.06645347628310003+0j),(0.3234216324314526+0j),(0.6248947717962842+0j),(2.351124562465179+0j),(3.428456447775954+0j),(5.000752050770643+0j)
5.6532663316582905,(0.067280441838422+0j),(0.3276570741405398+0j),(0.6335670961402704+0j),(2.3943971374523354+0j),(3.499633594012188+0j),(5.113802963597564+0j)
5.7788944723618085,(0.06808715090314417+0j),(0.33179423022784976+0j),(0.6420523139737772+0j),(2.4372023599199686+0j),(3.57047349388257+0j),(5.226825345460931+0j)
5.9045226130653266,(0.06887409340050996+0j),(0.33583522948639355+0j),(0.650353888139822+0j),(2.479540058192413+0j),(3.6409735817829505+0j),(5.3398190738897+0j)
6.030150753768844,(0.06964174770663777+0j),(0.33978216148485296+0j),(0.6584752412194629+0j),(2.5214101465304153+0j),(3.7111312871317024+0j),(5.452784025656634+0j)
6.155778894472361,(0.07039058090810249+0j),(0.3436370769790307+0j),(0.6664197550055022+0j),(2.5628126261705937+0j),(3.780944035046847+0j),(5.565720076772401+0j)
6.281407035175879,(0.07112104905447862+0j),(0.34740198833399827+0j),(0.674190770025588+0j),(2.6037475863008055+0j),(3.8504092470489475+0j),(5.678627102479496+0j)
6.407035175879397,(0.07183359740590789+0j),(0.3510788699560531+0j),(0.6817915851135128+0j),(2.6442152049686958+0j),(3.919524341790196+0j),(5.791504977246042+0j)
6.532663316582914,(0.07252866067575645+0j),(0.3546696587336217+0j),(0.6892254570274706+0j),(2.68421574992077+0j),(3.988286735810097+0j),(5.90435357475976+0j)
6.658291457286431,(0.07320666326842659+0j),(0.35817625448628204+0j),(0.696495600114009+0j),(2.7237495793694113+0j),(4.056693844318138+0j),(6.017172767921643+0j)
6.783919597989949,(0.0738680195123893+0j),(0.3616005204211019+0j),(0.7036051860163788+0j),(2.762817142685386+0j),(4.124743082003811+0j),(6.129962428839697+0j)
6.909547738693467,(0.07451313388850497+0j),(0.3649442835955259+0j),(0.7105573434259672+0j),(2.8014189810134567+0j),(4.192431863874342+0j),(6.242722428822589+0j)
7.035175879396984,(0.07514240125369975+0j),(0.3682093353860708+0j),(0.7173551578754831+0j),(2.8395557278088845+0j),(4.259757606120445+0j),(6.355452638373215+0j)
7.160804020100501,(0.07575620706006561+0j),(0.3713974319621174+0j),(0.7240016715725448+0j),(2.8772281092926737+0j),(4.326717727010411+0j),(6.468152927182267+0j)
7.2864321608040195,(0.07635492756945303+0j),(0.37451029476411934+0j),(0.7304998832723171+0j),(2.9144369448236103+0j),(4.393309647812814+0j),(6.580823164121682+0j)
7.4120603015075375,(0.07693893006362475+0j),(0.3775496109855743+0j),(0.7368527481878306+0j),(2.9511831471852394+0j),(4.45953079374803+0j),(6.693463217238019+0j)
7.537688442211055,(0.07750857305004012+0j),(0.38051703405813453+0j),(0.7430631779366249+0j),(2.9874677227861204+0j),(4.525378594968862+0j),(6.806072953745819+0j)
7.663316582914572,(0.07806420646333906+0j),(0.383414184139259+0j),(0.749134040522343+0j),(3.023291771771837+0j),(4.5908504875703855+0j),(6.918652240020869+0j)
7.78894472361809,(0.07860617186259487+0j),(0.38624264860183677+0j),(0.7550681603499234+0j),(3.0586564880474274+0j),(4.655943914629188+0j),(7.031200941593411+0j)
7.914572864321608,(0.07913480262440532+0j),(0.3890039825252397+0j),(0.7608683182730294+0j),(3.093563159209063+0j),(4.720656327272096+0j),(7.1437189231413+0j)
8.040201005025125,(0.07965042413189098+0j),(0.3916997091872859+0j),(0.7665372516723759+0j),(3.1280131663840063+0j),(4.784985185774467+0j),(7.256206048483037+0j)
8.165829145728642,(0.08015335395967002+0j),(0.394331320556623+0j),(0.7720776545636157+0j),(3.162007983978061+0j),(4.848927960688066+0j),(7.368662180570823+0j)
8.29145728643216,(0.08064390205487787+0j),(0.39690027778506337+0j),(0.7774921777334692+0j),(3.1955491793299173+0j),(4.9124821339985+0j),(7.481087181483474+0j)
8.417085427135678,(0.08112237091430051+0j),(0.3994080116994287+0j),(0.7827834289027935+0j),(3.2286384122720184+0j),(4.975645200312129+0j),(7.593480912419238+0j)
8.542713567839195,(0.08158905575768946+0j),(0.40185592329248354+0j),(0.7879539729153049+0j),(3.2612774345977575+0j),(5.0384146680723525+0j),(7.705843233688718+0j)
8.668341708542712,(0.08204424469732594+0j),(0.40424538421256256+0j),(0.7930063319506921+0j),(3.293468089435038+0j),(5.100788060805089+0j),(7.818174004707458+0j)
8.793969849246231,(0.08248821890390182+0j),(0.4065777372515148+0j),(0.797942985760876+0j),(3.325212310526447+0j),(5.162762918393203+0j),(7.93047308398873+0j)
8.919597989949748,(0.08292125276878388+0j),(0.40885429683061303+0j),(0.802766371928194+0j),(3.3565121214164755+0j),(5.224336798379617+0j),(8.04274032913601+0j)
9.045226130653266,(0.08334361406272778+0j),(0.4110763494840952+0j),(0.8074788861443178+0j),(3.387369634546482+0j),(5.285507277298732+0j),(8.154975596835556+0j)
9.170854271356783,(0.08375556409110735+0j),(0.4132451543400263+0j),(0.8120828825087298+0j),(3.4177870502582683+0j),(5.346271952035764+0j),(8.267178742848806+0j)
9.2964824120603,(0.0841573578457244+0j),(0.41536194359818596+0j),(0.816580673845617+0j),(3.447766655707361+0j),(5.406628441213496+0j),(8.379349622004781+0j)
9.422110552763819,(0.08454924415326341+0j),(0.41742792300470966+0j),(0.8209745320380668+0j),(3.47731082368733+0j),(5.466574386605933+0j),(8.491488088192334+0j)
9.547738693467336,(0.08493146582045498+0j),(0.4194442723232258+0j),(0.8252666883784756+0j),(3.5064220113666456+0j),(5.526107454578186+0j),(8.603593994352359+0j)
9.673366834170853,(0.0853042597760112+0j),(0.42141214580225145+0j),(0.8294593339341134+0j),(3.53510275893981+0j),(5.585225337551964+0j),(8.715667192469958+0j)
9.798994974874372,(0.08566785720939514+0j),(0.4233326726386232+0j),(0.8335546199268129+0j),(3.563355688194689+0j),(5.643925755495836+0j),(8.827707533566482+0j)
9.924623115577889,(0.08602248370648659+0j),(0.42520695743675857+0j),(0.8375546581257849+0j),(3.5911835009981705+0j),(5.702206457439477+0j),(8.939714867691457+0j)
10.050251256281406,(0.08636835938220447+0j),(0.4270360806635578+0j),(0.8414615212525915+0j),(3.6185889777024665+0j),(5.760065223010937+0j),(9.051689043914564+0j)
10.175879396984923,(0.08670569901014652+0j),(0.42882109909877+0j),(0.8452772433973367+0j),(3.645574975474551+0j),(5.817499863995941+0j),(9.163629910317404+0j)
10.30150753768844,(0.08703471214930547+0j),(0.43056304628066266+0j),(0.8490038204451664+0j),(3.672144426551421+0j),(5.874508225918143+0j),(9.275537313985197+0j)
10.42713567839196,(0.08735560326792025+0j),(0.4322629329468484+0j),(0.8526432105122015+0j),(3.6983003364240163+0j),(5.931088189639134+0j),(9.387411100998541+0j)
10.552763819095476,(0.0876685718645203+0j),(0.4339217474701327+0j),(0.8561973343900537+0j),(3.7240457819528023+0j),(5.98723767297697+0j),(9.499251116424801+0j)
10.678391959798994,(0.08797381258621964+0j),(0.43554045628926286+0j),(0.8596680759981108+0j),(3.7493839094181696+0j),(6.042954632341867+0j),(9.611057204309795+0j)
10.804020100502512,(0.0882715153443172+0j),(0.4371200043344672+0j),(0.8630572828428018+0j),(3.774317932508944+0j),(6.098237064387618+0j),(9.722829207669037+0j)
10.92964824120603,(0.08856186542725844+0j),(0.4386613154476866+0j),(0.866366766483086+0j),(3.798851130252417+0j),(6.153083007677219+0j),(9.834566968479088+0j)
11.055276381909547,(0.08884504361101317+0j),(0.44016529279741123+0j),(0.8695983030014395+0j),(3.8229868448894493+0j),(6.207490544361088+0j),(9.946270327668799+0j)
11.180904522613064,(0.08912122626692275+0j),(0.44163281928804493+0j),(0.8727536334796406+0j),(3.846728479698275+0j),(6.26145780186617+0j),(10.057939125110423+0j)
11.306532663316581,(0.0893905854670699+0j),(0.4430647579637303+0j),(0.8758344644786852+0j),(3.8700794967707512+0j),(6.314982954594145+0j),(10.169573199610682+0j)
11.4321608040201,(0.08965328908722306+0j),(0.44446195240657743+0j),(0.8788424685221912+0j),(3.8930434147448714+0j),(6.368064225626842+0j),(10.281172388901652+0j)
11.557788944723617,(0.08990950090740618+0j),(0.4458252271292464+0j),(0.8817792845826808+0j),(3.9156238064974245+0j),(6.420699888436892+0j),(10.392736529631698+0j)
11.683417085427134,(0.0901593807101446+0j),(0.4471553879618438+0j),(0.8846465185701544+0j),(3.937824296800746+0j),(6.472888268601579+0j),(10.504265457356198+0j)
11.809045226130653,(0.09040308437643622+0j),(0.44845322243310115+0j),(0.8874457438223968+0j),(3.9596485599475475+0j),(6.524627745517714+0j),(10.615759006528208+0j)
11.93467336683417,(0.09064076397949677+0j),(0.44971950014581025+0j),(0.8901785015964868+0j),(3.9811003173478374+0j),(6.575916754115314+0j),(10.727217010489099+0j)
12.060301507537687,(0.09087256787632686+0j),(0.45095497314649785+0j),(0.892846301561001+0j),(4.002183335101981+0j),(6.6267537865677895+0j),(10.83863930145894+0j)
12.185929648241205,(0.09109864079714768+0j),(0.4521603762893293+0j),(0.895450622288432+0j),(4.022901421553924+0j),(6.677137393996225+0j),(10.950025710526972+0j)
12.311557788944722,(0.09131912393275186+0j),(0.45333642759423676+0j),(0.8979929117473644+0j),(4.043258424828622+0j),(6.727066188165285+0j),(11.061376067641845+0j)
12.43718592964824,(0.09153415501981424+0j),(0.45448382859927333+0j),(0.9004745877939754+0j),(4.063258230357696+0j),(6.776538843168216+0j),(11.172690201601803+0j)
12.562814070351758,(0.09174386842420754+0j),(0.4556032647072016+0j),(0.9028970386624504+0j),(4.082904758397282+0j),(6.825554097098319+0j),(11.283967940044803+0j)
12.688442211055275,(0.09194839522236618+0j),(0.4566954055263276+0j),(0.9052616234539266+0j),(4.102201961542039+0j),(6.874110753704219+0j),(11.395209109438447+0j)
12.814070351758794,(0.0921478632807416+0j),(0.45776090520560037+0j),(0.9075696726235987+0j),(4.121153822239172+0j),(6.922207684026173+0j),(11.506413535069917+0j)
12.93969849246231,(0.0923423973333905+0j),(0.4588004027639969+0j),(0.9098224884656434+0j),(4.139764350306322+0j),(6.969843828010654+0j),(11.617581041035685+0j)
13.065326633165828,(0.09253211905773807+0j),(0.45981452241422216+0j),(0.9120213455956386+0j),(4.158037580457048+0j),(7.017018196100324+0j),(11.728711450231245+0j)
13.190954773869345,(0.09271714714855586+0j),(0.4608038738807524+0j),(0.9141674914301724+0j),(4.175977569837579+0j),(7.063729870796529+0j),(11.839804584340648+0j)
13.316582914572862,(0.09289759739019478+0j),(0.4617690527122589+0j),(0.9162621466633591+0j),(4.1935883955783915+0j),(7.109978008191377+0j),(11.950860263825945+0j)
13.442211055276381,(0.09307358272711153+0j),(0.46271064058844913+0j),(0.9183065057399942+0j),(4.210874152364091+0j),(7.155761839466431+0j),(12.061878307916551+0j)
13.567839195979898,(0.09324521333272719+0j),(0.4636292056213676+0j),(0.9203017373251001+0j),(4.227838950024937+0j),(7.201080672355033+0j),(12.172858534598475+0j)
13.693467336683415,(0.09341259667665498+0j),(0.4645253026512009+0j),(0.9222489847696339+0j),(4.244486911153274+0j),(7.245933892565262+0j),(12.283800760603413+0j)
13.819095477386934,(0.09357583759033423+0j),(0.4653994735366343+0j),(0.9241493665721365+0j),(4.2608221687479455+0j),(7.290320965160498+0j),(12.39470480139785+0j)
13.944723618090451,(0.09373503833110623+0j),(0.46625224743981075+0j),(0.9260039768361309+0j),(4.276848863889709+0j),(7.334241435894578+0j),(12.505570471171794+0j)
14.070351758793969,(0.09389029864476747+0j),(0.46708414110594443+0j),(0.9278138857230818+0j),(4.292571143450477+0j),(7.377694932498561+0j),(12.616397582827751+0j)
14.195979899497486,(0.0940417158266347+0j),(0.4678956591376429+0j),(0.9295801399007482+0j),(4.307993157839087+0j),(7.420681165916075+0j),(12.727185947969204+0j)
14.321608040201003,(0.0941893847811555+0j),(0.4686872942639964+0j),(0.9313037629867741+0j),(4.32311905878618+0j),(7.463199931484311+0j),(12.837935376889277+0j)
14.447236180904522,(0.09433339808009787+0j),(0.46945952760449083+0j),(0.9329857559873772+0j),(4.337952997170574+0j),(7.505251110057723+0j),(12.94864567855911+0j)
14.572864321608039,(0.09447384601935092+0j),(0.47021282892780586+0j),(0.9346270977310037+0j),(4.3524991208894175+0j),(7.5468346690715435+0j),(13.059316660616162+0j)
14.698492462311556,(0.09461081667436866+0j),(0.47094765690556+0j),(0.9362287452968359+0j),(4.366761572774213+0j),(7.587950663542308+0j),(13.169948129352392+0j)
14.824120603015075,(0.094744395954288+0j),(0.4716644593610643+0j),(0.9377916344380458+0j),(4.380744488554682+0j),(7.628599237002598+0j),(13.280539889702332+0j)
14.949748743718592,(0.09487466765475142+0j),(0.4723636735131506+0j),(0.9393166799997021+0j),(4.394451994872245+0j),(7.668780622367323+0j),(13.391091745230973+0j)
15.07537688442211,(0.09500171350946413+0j),(0.4730457262151381+0j),(0.9408047763312483+0j),(4.407888207344798+0j),(7.708495142728948+0j),(13.50160349812161+0j)
15.201005025125626,(0.09512561324051498+0j),(0.4737110341890051+0j),(0.9422567976934766+0j),(4.421057228684232+0j),(7.747743212079136+0j),(13.612074949163457+0j)
15.326633165829143,(0.09524644460748966+0j),(0.47436000425483305+0j),(0.9436735986599388+0j),(4.4339631468680745+0j),(7.786525335954416+0j),(13.722505897739275+0j)
15.452261306532662,(0.09536428345540426+0j),(0.4749930335555889+0j),(0.9450560145127367+0j),(4.446610033366395+0j),(7.824842112003573+0j),(13.832896141812697+0j)
15.57788944723618,(0.09547920376148643+0j),(0.4756105097773163+0j),(0.9464048616326479+0j),(4.4590019414250435+0j),(7.862694230474606+0j),(13.943245477915525+0j)
15.703517587939697,(0.09559127768083109+0j),(0.47621281136480154+0j),(0.9477209378835529+0j),(4.4711429044060855+0j),(7.900082474619217+0j),(14.053553701134895+0j)
15.829145728643216,(0.09570057559095681+0j),(0.47680030773278514+0j),(0.9490050229911294+0j),(4.483036934186179+0j),(7.937007721012934+0j),(14.16382060510027+0j)
15.954773869346733,(0.09580716613528856+0j),(0.47737335947278653+0j),(0.9502578789157969+0j),(4.494688019613504+0j),(7.973470939789136+0j),(14.274045981970282+0j)
16.08040201005025,(0.0959111162655919+0j),(0.4779323185556125+0j),(0.9514802502198955+0j),(4.506100125023684+0j),(8.009473194785414+0j),(14.384229622419483+0j)
16.20603015075377,(0.09601249128338306+0j),(0.4784775285296176+0j),(0.9526728644290896+0j),(4.517277188815057+0j),(8.045015643600829+0j),(14.49437131562491+0j)
16.331658291457284,(0.09611135488033921+0j),(0.4790093247147859+0j),(0.9538364323879974+0j),(4.528223122083461+0j),(8.080099537562868+0j),(14.604470849252536+0j)
16.457286432160803,(0.09620776917773204+0j),(0.4795280343927042+0j),(0.9549716486100488+0j),(4.538941807316638+0j),(8.114726221603023+0j),(14.714528009443548+0j)
16.58291457286432,(0.09630179476490773+0j),(0.4800339769924942+0j),(0.9560791916215815+0j),(4.5494370971481874+0j),(8.14889713404015+0j),(14.824542580800525+0j)
16.708542713567837,(0.09639349073683603+0j),(0.48052746427277426+0j),(0.9571597243001911+0j),(4.559712813170922+0j),(8.182613806270918+0j),(14.93451434637339+0j)
16.834170854271356,(0.09648291473074991+0j),(0.48100880049971717+0j),(0.958213894207355+0j),(4.569772744809338+0j),(8.21587786236692+0j),(15.044443087645305+0j)
16.95979899497487,(0.0965701229618977+0j),(0.48147828262127446+0j),(0.9592423339153532+0j),(4.5796206482508515+0j),(8.248691018578144+0j),(15.154328584518318+0j)
17.08542713567839,(0.09665517025842836+0j),(0.48193620043763286+0j),(0.9602456613285165+0j),(4.589260245435285+0j),(8.281055082742782+0j),(15.26417061529893+0j)
17.21105527638191,(0.09673811009543075+0j),(0.4823828367679719+0j),(0.9612244799988341+0j),(4.598695223102076+0j),(8.312971953603522+0j),(15.37396895668352+0j)
17.336683417085425,(0.09681899462814653+0j),(0.48281846761358865+0j),(0.9621793794359553+0j),(4.607929231894518+0j),(8.344443620030704+0j),(15.483723383743452+0j)
17.462311557788944,(0.0968978747243766+0j),(0.4832433623174567+0j),(0.9631109354116297+0j),(4.616965885520317+0j),(8.37547216015291+0j),(15.59343366991029+0j)
17.587939698492463,(0.09697479999610027+0j),(0.4836577837202842+0j),(0.9640197102586223+0j),(4.62580875996763+0j),(8.406059740395818+0j),(15.70309958696059+0j)
17.713567839195978,(0.09704981883032557+0j),(0.4840619883131374+0j),(0.9649062531641557+0j),(4.6344613927757035+0j),(8.436208614430301+0j),(15.812720905000702+0j)
17.839195979899497,(0.0971229784191893+0j),(0.48445622638669344+0j),(0.9657711004579247+0j),(4.64292728235916+0j),(8.465921122031032+0j),(15.922297392451313+0j)
17.964824120603012,(0.09719432478932456+0j),(0.48484074217718665+0j),(0.9666147758947351+0j),(4.651209887384916+0j),(8.49519968784702+0j),(16.031828816031855+0j)
18.09045226130653,(0.0972639028305134+0j),(0.48521577400911176+0j),(0.9674377909318209+0j),(4.659312626200656+0j),(8.524046820085712+0j),(16.141314940744785+0j)
18.21608040201005,(0.09733175632364129+0j),(0.48558155443474643+0j),(0.9682406450008948+0j),(4.667238876313741+0j),(8.55246510911255+0j),(16.25075552985959+0j)
18.341708542713565,(0.09739792796797057+0j),(0.4859383103705551+0j),(0.9690238257749901+0j),(4.674991973919405+0j),(8.580457225967976+0j),(16.36015034489671+0j)
18.467336683417084,(0.09746245940774885+0j),(0.48628626323053525+0j),(0.969787809430153+0j),(4.682575213477012+0j),(8.608025920804195+0j),(16.469499145611273+0j)
18.5929648241206,(0.09752539125816839+0j),(0.4866256290565662+0j),(0.970533060902046+0j),(4.689991847333137+0j),(8.635174021244062+0j),(16.57880168997658+0j)
18.71859296482412,(0.09758676313069206+0j),(0.4869566186458207+0j),(0.9712600341375259+0j),(4.697245085390219+0j),(8.661904430664741+0j),(16.688057734167515+0j)
18.844221105527637,(0.09764661365776095+0j),(0.4872794376752972+0j),(0.9719691723412572+0j),(4.704338094819463+0j),(8.688220126408906+0j),(16.79726703254368+0j)
18.969849246231153,(0.09770498051689869+0j),(0.48759428682353156+0j),(0.9726609082174291+0j),(4.711273999816699+0j),(8.714124157926424+0j),(16.906429337632403+0j)
19.09547738693467,(0.09776190045422671+0j),(0.48790136188954525+0j),(0.973335664206639+0j),(4.718055881399845+0j),(8.73961964484961+0j),(17.01554440011155+0j)
19.22110552763819,(0.09781740930740486+0j),(0.4882008539090858+0j),(0.9739938527180094+0j),(4.724686777246632+0j),(8.764709775005308+0j),(17.12461196879211+0j)
19.346733668341706,(0.09787154202801106+0j),(0.48849294926821585+0j),(0.9746358763566073+0j),(4.731169681571239+0j),(8.789397802367152+0j),(17.23363179060062+0j)
19.472361809045225,(0.09792433270337357+0j),(0.4887778298143052+0j),(0.9752621281462307+0j),(4.737507545038472+0j),(8.81368704495152+0j),(17.342603610561426+0j)
19.597989949748744,(0.09797581457786902+0j),(0.48905567296447955+0j),(0.9758729917476332+0j),(4.743703274714111+0j),(8.837580882660756+0j),(17.45152717177867+0j)
19.72361809045226,(0.09802602007369919+0j),(0.48932665181157936+0j),(0.9764688416722541+0j),(4.749759734050078+0j),(8.861082755077394+0j),(17.560402215418172+0j)
19.849246231155778,(0.09807498081115898+0j),(0.48959093522768043+0j),(0.9770500434915231+0j),(4.75567974290306+0j),(8.884196159213152+0j),(17.669228480688986+0j)
19.974874371859293,(0.09812272762840801+0j),(0.4898486879652284+0j),(0.9776169540418085+0j),(4.76146607758522+0j),(8.906924647216554+0j),(17.7780057048249+0j)
20.100502512562812,(0.09816929060075777+0j),(0.49010007075583667+0j),(0.9781699216250787+0j),(4.767121470945675+0j),(8.929271824043118+0j),(17.88673362306563+0j)
20.22613065326633,(0.09821469905948596+0j),(0.49034524040679844+0j),(0.9787092862053461+0j),(4.772648612481392+0j),(8.951241345092075+0j),(17.99541196863781+0j)
20.351758793969847,(0.09825898161018977+0j),(0.49058434989536087+0j),(0.9792353796009627+0j),(4.7780501484761855+0j),(8.97283691381362+0j),(18.104040472735818+0j)
20.477386934673365,(0.09830216615068879+0j),(0.49081754846080977+0j),(0.9797485256728354+0j),(4.7833286821665295+0j),(8.994062279290723+0j),(18.21261886450236+0j)
