*** Simulated Data ***
Time (s),0.1 uM,0.5 uM,1 uM,5 uM,10 uM,50 uM
1.507537688442211,(0.07435065754570858+0j),(0.3789169918975125+0j),(0.7739168047059377+0j),(4.275337103836285+0j),(9.012387613955482+0j),(48.631246097968614+0j)
1.6331658291457285,(0.07253219849626866+0j),(0.3701626151746027+0j),(0.7572359680166518+0j),(4.2176423260092974+0j),(8.931716607393765+0j),(48.51734262806018+0j)
1.758793969849246,(0.0707575944720593+0j),(0.36159685581871104+0j),(0.7408682666440747+0j),(4.1603725111966865+0j),(8.851306256473123+0j),(48.40346413617715+0j)
1.8844221105527637,(0.06902581743848465+0j),(0.3532162337395941+0j),(0.7248095602432942+0j),(4.1035298003807865+0j),(8.771158739361812+0j),(48.28961072344785+0j)
2.0100502512562812,(0.06733586205670383+0j),(0.3450173088656103+0j),(0.709055702440819+0j),(4.047116298581328+0j),(8.69127625011821+0j),(48.175782491591754+0j)
2.135678391959799,(0.06568674524899423+0j),(0.3369966816917551+0j),(0.6936025430927368+0j),(3.9911340732301+0j),(8.611660998587023+0j),(48.06197954292383+0j)
2.2613065326633164,(0.0640775057692414+0j),(0.3291509937777911+0j),(0.6784459305040407+0j),(3.935585152528996+0j),(8.53231521028456+0j),(47.948201980359116+0j)
2.386934673366834,(0.06250720377866328+0j),(0.32147692819765605+0j),(0.6635817136066884+0j),(3.880471523792903+0j),(8.45324112627278+0j),(47.83444990741725+0j)
2.5125628140703515,(0.060974920426863775+0j),(0.31397120994137373+0j),(0.6490057440941233+0j),(3.8257951317790044+0j),(8.374441003021603+0j),(47.72072342822697+0j)
2.638190954773869,(0.05947975743830085+0j),(0.30663060627071714+0j),(0.6347138785101292+0j),(3.7715578770041365+0j),(8.29591711225918+0j),(47.60702264753084+0j)
2.7638190954773867,(0.058020836704243586+0j),(0.29945192702991286+0j),(0.6207019802900516+0j),(3.717761614051944+0j),(8.217671740809616+0j),(47.493347670689815+0j)
2.8894472361809043,(0.05659729988028321+0j),(0.2924320249126887+0j),(0.6069659217525663+0j),(3.66440814987165+0j),(8.139707190417793+0j),(47.37969860368807+0j)
3.015075376884422,(0.05520830798945352+0j),(0.28556779568699114+0j),(0.5935015860403381+0j),(3.611499242070378+0j),(8.06202577756082+0j),(47.26607555313761+0j)
3.1407035175879394,(0.05385304103100727+0j),(0.27885617837871624+0j),(0.5803048690080633+0j),(3.559036597201005+0j),(7.98462983324568+0j),(47.152478626283134+0j)
3.266331658291457,(0.05253069759488731+0j),(0.27229415541580365+0j),(0.5673716810565429+0j),(3.5070218690476658+0j),(7.907521702792643+0j),(47.0389079310069+0j)
3.3919597989949746,(0.051240494481922444+0j),(0.26587875273405637+0j),(0.554697948911588+0j),(3.4554566569110587+0j),(7.8307037456039685+0j),(46.9253635758335+0j)
3.517587939698492,(0.04998166632977114+0j),(0.25960703984604905+0j),(0.5422796173467103+0j),(3.404342503895853+0j),(7.754178334917452+0j),(46.81184566993495+0j)
3.6432160804020097,(0.048753465244629056+0j),(0.253476129874491+0j),(0.530112650848693+0j),(3.3536808952024897+0j),(7.677947857544359+0j),(46.69835432313549+0j)
3.7688442211055273,(0.04755516043870914+0j),(0.24748317955140642+0j),(0.5181930352252879+0j),(3.3034732564258578+0j),(7.602014713591241+0j),(46.58488964591673+0j)
3.894472361809045,(0.046386037873497495+0j),(0.24162538918449036+0j),(0.5065167791544276+0j),(3.2537209518632952+0j),(7.526381316165206+0j),(46.471451749422634+0j)
4.0201005025125625,(0.04524539990878169+0j),(0.23590000259198723+0j),(0.4950799156744709+0j),(3.2044252828345177+0j),(7.45105009106211+0j),(46.35804074546468+0j)
4.14572864321608,(0.04413256495744263+0j),(0.2303043070074344+0j),(0.48387850361514523+0j),(3.155587486016098+0j),(7.376023476437225+0j),(46.244656746527+0j)
4.271356783919598,(0.04304686714599633+0j),(0.2248356329555926+0j),(0.4729086289689721+0j),(3.1072087317932153+0j),(7.301303922457859+0j),(46.13129986577158+0j)
4.396984924623116,(0.041987655980866234+0j),(0.2194913541008771+0j),(0.4621664062030896+0j),(3.0592901226314155+0j),(7.22689389093747+0j),(46.01797021704357+0j)
4.522613065326633,(0.04095429602036285+0j),(0.21426888706957892+0j),(0.45164797951150576+0j),(3.011832691471228+0j),(7.15279585495074+0j),(45.90466791487649+0j)
4.64824120603015,(0.03994616655234258+0j),(0.209165691247153+0j),(0.44134952400793526+0j),(2.9648374001484825+0j),(7.079012298429137+0j),(45.79139307449768+0j)
4.773869346733668,(0.038962661277513896+0j),(0.20417926855182417+0j),(0.43126724685947626+0j),(2.9183051378432423+0j),(7.005545715736456+0j),(45.67814581183366+0j)
4.899497487437186,(0.03800318799835528+0j),(0.1993071631857418+0j),(0.42139738836149715+0j),(2.8722367195603087+0j),(6.932398611223837+0j),(45.564926243515615+0j)
5.025125628140703,(0.0370671683136055+0j),(0.194546961364889+0j),(0.41173622295419493+0j),(2.8266328846442494+0j),(6.859573498763765+0j),(45.451734486884845+0j)
5.15075376884422,(0.03615403731828391+0j),(0.18989629102892897+0j),(0.4022800601813885+0j),(2.7814942953319632+0j),(6.787072901262546+0j),(45.3385706599984+0j)
5.276381909547738,(0.035263243309195516+0j),(0.1853528215321416+0j),(0.393025245592192+0j),(2.736821535345787+0j),(6.714899350150768+0j),(45.22543488163465+0j)
5.402010050251256,(0.034394247495872235+0j),(0.18091426331658025+0j),(0.38396816158630376+0j),(2.6926151085301546+0j),(6.643055384851261+0j),(45.11232727129894+0j)
5.527638190954773,(0.033546523716899986+0j),(0.1765783675685474+0j),(0.37510522820371583+0j),(2.648875437534821+0j),(6.571543552224046+0j),(44.99924794922936+0j)
5.6532663316582905,(0.032719558161578004+0j),(0.17234292585946023+0j),(0.36643290385972965+0j),(2.6056028625476646+0j),(6.500366405987812+0j),(44.886197036402436+0j)
5.7788944723618085,(0.031912849096855836+0j),(0.16820576977215024+0j),(0.35794768602622284+0j),(2.5627976400800314+0j),(6.42952650611743+0j),(44.77317465453907+0j)
5.9045226130653266,(0.03112590659949005+0j),(0.16416477051360648+0j),(0.349646111860178+0j),(2.520459941807587+0j),(6.3590264182170495+0j),(44.6601809261103+0j)
6.030150753768844,(0.030358252293362243+0j),(0.16021783851514707+0j),(0.3415247587805371+0j),(2.4785898534695847+0j),(6.288868712868298+0j),(44.547215974343366+0j)
6.155778894472361,(0.02960941909189751+0j),(0.1563629230209693+0j),(0.3335802449944978+0j),(2.4371873738294063+0j),(6.219055964953153+0j),(44.4342799232276+0j)
6.281407035175879,(0.028878950945521387+0j),(0.1525980116660017+0j),(0.3258092299744119+0j),(2.3962524136991945+0j),(6.1495907529510525+0j),(44.321372897520504+0j)
6.407035175879397,(0.028166402594092123+0j),(0.1489211300439469+0j),(0.31820841488648716+0j),(2.3557847950313042+0j),(6.080475658209804+0j),(44.20849502275396+0j)
6.532663316582914,(0.027471339324243553+0j),(0.14533034126637828+0j),(0.3107745429725294+0j),(2.31578425007923+0j),(6.011713264189903+0j),(44.09564642524024+0j)
6.658291457286431,(0.02679333673157341+0j),(0.14182374551371796+0j),(0.3035043998859909+0j),(2.2762504206305887+0j),(5.943306155681862+0j),(43.98282723207836+0j)
6.783919597989949,(0.0261319804876107+0j),(0.13839947957889812+0j),(0.2963948139836212+0j),(2.237182857314614+0j),(5.875256917996189+0j),(43.8700375711603+0j)
6.909547738693467,(0.025486866111495025+0j),(0.13505571640447409+0j),(0.2894426565740328+0j),(2.1985810189865433+0j),(5.807568136125658+0j),(43.75727757117741+0j)
7.035175879396984,(0.024857598746300256+0j),(0.13179066461392921+0j),(0.2826448421245169+0j),(2.1604442721911155+0j),(5.740242393879555+0j),(43.644547361626785+0j)
7.160804020100501,(0.024243792939934394+0j),(0.1286025680378826+0j),(0.27599832842745514+0j),(2.1227718907073263+0j),(5.673282272989589+0j),(43.53184707281773+0j)
7.2864321608040195,(0.02364507243054698+0j),(0.12548970523588068+0j),(0.269500116727683+0j),(2.0855630551763897+0j),(5.606690352187186+0j),(43.41917683587832+0j)
7.4120603015075375,(0.023061069936375255+0j),(0.12245038901442568+0j),(0.26314725181216936+0j),(2.0488168528147606+0j),(5.54046920625197+0j),(43.30653678276198+0j)
7.537688442211055,(0.022491426949959883+0j),(0.11948296594186544+0j),(0.2569368220633751+0j),(2.0125322772138796+0j),(5.474621405031138+0j),(43.19392704625418+0j)
7.663316582914572,(0.02193579353666094+0j),(0.11658581586074099+0j),(0.250865959477657+0j),(1.976708228228163+0j),(5.4091495124296145+0j),(43.08134775997913+0j)
7.78894472361809,(0.021393828137405133+0j),(0.1137573513981632+0j),(0.24493183965007664+0j),(1.9413435119525724+0j),(5.344056085370812+0j),(42.96879905840659+0j)
7.914572864321608,(0.020865197375594686+0j),(0.11099601747476026+0j),(0.2391316817269706+0j),(1.9064368407909371+0j),(5.279343672727904+0j),(42.8562810768587+0j)
8.040201005025125,(0.02034957586810902+0j),(0.10830029081271411+0j),(0.23346274832762412+0j),(1.8719868336159937+0j),(5.215014814225533+0j),(42.74379395151696+0j)
8.165829145728642,(0.01984664604032998+0j),(0.10566867944337699+0j),(0.22792234543638437+0j),(1.837992016021939+0j),(5.151072039311934+0j),(42.63133781942918+0j)
8.29145728643216,(0.019356097945122143+0j),(0.10309972221493663+0j),(0.2225078222665308+0j),(1.8044508206700827+0j),(5.0875178660015+0j),(42.518912818516526+0j)
8.417085427135678,(0.018877629085699493+0j),(0.10059198830057133+0j),(0.21721657109720643+0j),(1.7713615877279816+0j),(5.024354799687871+0j),(42.40651908758076+0j)
8.542713567839195,(0.018410944242310552+0j),(0.09814407670751647+0j),(0.21204602708469505+0j),(1.7387225654022425+0j),(4.9615853319276475+0j),(42.29415676631128+0j)
8.668341708542712,(0.017955755302674077+0j),(0.09575461578743742+0j),(0.2069936680493078+0j),(1.7065319105649621+0j),(4.899211939194911+0j),(42.18182599529254+0j)
8.793969849246231,(0.01751178109609819+0j),(0.09342226274848521+0j),(0.20205701423912398+0j),(1.6747876894735532+0j),(4.837237081606797+0j),(42.06952691601127+0j)
8.919597989949748,(0.017078747231216124+0j),(0.091145703169387+0j),(0.19723362807180597+0j),(1.6434878785835247+0j),(4.775663201620383+0j),(41.95725967086399+0j)
9.045226130653266,(0.016656385937272228+0j),(0.08892365051590481+0j),(0.1925211138556821+0j),(1.612630365453518+0j),(4.714492722701268+0j),(41.845024403164444+0j)
9.170854271356783,(0.016244435908892657+0j),(0.08675484565997368+0j),(0.18791711749127016+0j),(1.5822129497417314+0j),(4.653728047964236+0j),(41.732821257151194+0j)
9.2964824120603,(0.01584264215427561+0j),(0.08463805640181404+0j),(0.18341932615438294+0j),(1.552233344292639+0j),(4.593371558786504+0j),(41.62065037799522+0j)
9.422110552763819,(0.015450755846736594+0j),(0.08257207699529036+0j),(0.1790254679619332+0j),(1.52268917631267+0j),(4.533425613394067+0j),(41.508511911807666+0j)
9.547738693467336,(0.015068534179545023+0j),(0.0805557276767742+0j),(0.17473331162152436+0j),(1.4935779886333544+0j),(4.473892545421814+0j),(41.39640600564764+0j)
9.673366834170853,(0.014695740223988816+0j),(0.07858785419774855+0j),(0.17054066606588653+0j),(1.4648972410601904+0j),(4.414774662448036+0j),(41.28433280753004+0j)
9.798994974874372,(0.014332142790604865+0j),(0.07666732736137684+0j),(0.16644538007318713+0j),(1.4366443118053112+0j),(4.356074244504164+0j),(41.17229246643352+0j)
9.924623115577889,(0.01397751629351342+0j),(0.07479304256324144+0j),(0.16244534187421514+0j),(1.4088164990018295+0j),(4.297793542560523+0j),(41.06028513230854+0j)
10.050251256281406,(0.013631640617795544+0j),(0.07296391933644218+0j),(0.1585384787474085+0j),(1.3814110222975335+0j),(4.239934776989063+0j),(40.948310956085436+0j)
10.175879396984923,(0.013294300989853488+0j),(0.07117890090123+0j),(0.15472275660266335+0j),(1.3544250245254492+0j),(4.182500136004059+0j),(40.836370089682596+0j)
10.30150753768844,(0.01296528785069454+0j),(0.06943695371933731+0j),(0.15099617955483352+0j),(1.3278555734485789+0j),(4.125491774081857+0j),(40.7244626860148+0j)
10.42713567839196,(0.012644396732079753+0j),(0.06773706705315158+0j),(0.14735678948779846+0j),(1.3016996635759834+0j),(4.068911810360866+0j),(40.61258889900146+0j)
10.552763819095476,(0.012331428135479707+0j),(0.06607825252986732+0j),(0.14380266560994628+0j),(1.2759542180471977+0j),(4.01276232702303+0j),(40.5007488835752+0j)
10.678391959798994,(0.012026187413780361+0j),(0.06445954371073716+0j),(0.1403319240018892+0j),(1.2506160905818304+0j),(3.957045367658133+0j),(40.388942795690205+0j)
10.804020100502512,(0.011728484655682814+0j),(0.06287999566553282+0j),(0.1369427171571982+0j),(1.2256820674910558+0j),(3.901762935612382+0j),(40.27717079233096+0j)
10.92964824120603,(0.011438134572741562+0j),(0.061338684552313394+0j),(0.133633233516914+0j),(1.2011488697475832+0j),(3.84691699232278+0j),(40.16543303152091+0j)
11.055276381909547,(0.01115495638898683+0j),(0.05983470720258875+0j),(0.1304016969985605+0j),(1.1770131551105505+0j),(3.7925094556389127+0j),(40.0537296723312+0j)
11.180904522613064,(0.010878773733077262+0j),(0.05836718071195508+0j),(0.1272463665203593+0j),(1.153271520301725+0j),(3.73854219813383+0j),(39.94206087488958+0j)
11.306532663316581,(0.010609414532930107+0j),(0.056935242036269706+0j),(0.12416553552131482+0j),(1.129920503229249+0j),(3.6850170454058553+0j),(39.83042680038932+0j)
11.4321608040201,(0.010346710912776948+0j),(0.055538047593422554+0j),(0.12115753147780878+0j),(1.1069565852551286+0j),(3.6319357743731584+0j),(39.71882761109835+0j)
11.557788944723617,(0.010090499092593828+0j),(0.05417477287075362+0j),(0.11822071541731913+0j),(1.0843761935025755+0j),(3.579300111563108+0j),(39.6072634703683+0j)
11.683417085427134,(0.00984061928985541+0j),(0.05284461203815623+0j),(0.11535348142984561+0j),(1.0621757031992538+0j),(3.52711173139842+0j),(39.4957345426438+0j)
11.809045226130653,(0.009596915623563781+0j),(0.05154677756689885+0j),(0.1125542561776032+0j),(1.0403514400524525+0j),(3.4753722544822856+0j),(39.38424099347179+0j)
11.93467336683417,(0.009359236020503226+0j),(0.05028049985418977+0j),(0.10982149840351316+0j),(1.0188996826521626+0j),(3.4240832458846864+0j),(39.2727829895109+0j)
12.060301507537687,(0.009127432123673151+0j),(0.04904502685350216+0j),(0.10715369843899904+0j),(0.9978166648980186+0j),(3.3732462134322105+0j),(39.16136069854106+0j)
12.185929648241205,(0.008901359202852325+0j),(0.0478396237106707+0j),(0.10454937771156804+0j),(0.9770985784460757+0j),(3.322862606003775+0j),(39.04997428947303+0j)
12.311557788944722,(0.008680876067248143+0j),(0.04666357240576327+0j),(0.10200708825263563+0j),(0.9567415751713777+0j),(3.2729338118347155+0j),(38.938623932358155+0j)
12.43718592964824,(0.008465844980185759+0j),(0.04551617140072667+0j),(0.09952541220602461+0j),(0.9367417696423042+0j),(3.2234611568317844+0j),(38.8273097983982+0j)
12.562814070351758,(0.00825613157579247+0j),(0.04439673529279844+0j),(0.0971029613375496+0j),(0.9170952416027177+0j),(3.174445902901681+0j),(38.7160320599552+0j)
12.688442211055275,(0.008051604777633817+0j),(0.04330459447367241+0j),(0.09473837654607348+0j),(0.8977980384579608+0j),(3.1258892462957815+0j),(38.60479089056155+0j)
12.814070351758794,(0.00785213671925841+0j),(0.042239094794399655+0j),(0.09243032737640136+0j),(0.8788461777608274+0j),(3.0777923159738267+0j),(38.49358646493008+0j)
12.93969849246231,(0.0076576026666095014+0j),(0.04119959723600308+0j),(0.09017751153435657+0j),(0.860235649693678+0j),(3.030156171989346+0j),(38.382418958964315+0j)
13.065326633165828,(0.007467880942261937+0j),(0.04018547758577784+0j),(0.08797865440436141+0j),(0.8419624195429518+0j),(2.982981803899676+0j),(38.271288549768755+0j)
13.190954773869345,(0.0072828528514441385+0j),(0.03919612611924763+0j),(0.08583250856982756+0j),(0.8240224301624208+0j),(2.936270129203471+0j),(38.16019541565935+0j)
13.316582914572862,(0.007102402609805229+0j),(0.03823094728774114+0j),(0.0837378533366409+0j),(0.8064116044216083+0j),(2.8900219918086227+0j),(38.049139736174055+0j)
13.442211055276381,(0.006926417272888479+0j),(0.0372893594115509+0j),(0.08169349426000588+0j),(0.7891258476359095+0j),(2.8442381605335694+0j),(37.93812169208345+0j)
13.567839195979898,(0.006754786667272824+0j),(0.03637079437863238+0j),(0.07969826267489982+0j),(0.7721610499750626+0j),(2.798919327644967+0j),(37.827141465401525+0j)
13.693467336683415,(0.006587403323345025+0j),(0.0354746973487991+0j),(0.0777510152303661+0j),(0.755513088846726+0j),(2.754066107434738+0j),(37.71619923939659+0j)
13.819095477386934,(0.006424162409665772+0j),(0.034600526463365686+0j),(0.07585063342786352+0j),(0.7391778312520547+0j),(2.7096790348395023+0j),(37.60529519860215+0j)
13.944723618090451,(0.006264961668893778+0j),(0.03374775256018922+0j),(0.07399602316386909+0j),(0.7231511361102905+0j),(2.6657585641054222+0j),(37.494429528828206+0j)
14.070351758793969,(0.006109701355232528+0j),(0.03291585889405557+0j),(0.07218611427691818+0j),(0.7074288565495229+0j),(2.622305067501439+0j),(37.38360241717225+0j)
14.195979899497486,(0.005958284173365309+0j),(0.03210434086235708+0j),(0.07041986009925187+0j),(0.6920068421609125+0j),(2.5793188340839253+0j),(37.272814052030796+0j)
14.321608040201003,(0.005810615218844508+0j),(0.03131270573600358+0j),(0.06869623701322589+0j),(0.6768809412138199+0j),(2.5368000685156886+0j),(37.16206462311072+0j)
14.447236180904522,(0.005666601919902133+0j),(0.030540472395509187+0j),(0.06701424401262276+0j),(0.6620470028294261+0j),(2.4947488899422767+0j),(37.05135432144089+0j)
14.572864321608039,(0.005526153980649084+0j),(0.02978717107219412+0j),(0.0653729022689963+0j),(0.647500879110583+0j),(2.4531653309284565+0j),(36.94068333938384+0j)
14.698492462311556,(0.005389183325631345+0j),(0.029052343094440006+0j),(0.06377125470316411+0j),(0.6332384272257864+0j),(2.412049336457692+0j),(36.83005187064761+0j)
14.824120603015075,(0.005255604045712003+0j),(0.02833554063893568+0j),(0.062208365561954235+0j),(0.6192555114453181+0j),(2.3714007629974017+0j),(36.71946011029767+0j)
14.949748743718592,(0.005125332345248587+0j),(0.027636326486849397+0j),(0.060683320000297816+0j),(0.6055480051277546+0j),(2.331219377632677+0j),(36.60890825476903+0j)
15.07537688442211,(0.004998286490535876+0j),(0.026954273784861933+0j),(0.05919522366875171+0j),(0.5921117926552023+0j),(2.291504857271052+0j),(36.49839650187839+0j)
15.201005025125626,(0.004874386759485029+0j),(0.02628896581099487+0j),(0.05774320230652337+0j),(0.5789427713157678+0j),(2.2522567879208633+0j),(36.38792505083654+0j)
15.326633165829143,(0.004753555392510345+0j),(0.025639995745166972+0j),(0.05632640134006114+0j),(0.5660368531319259+0j),(2.2134746640455836+0j),(36.277494102260725+0j)
15.452261306532662,(0.004635716544595745+0j),(0.025006966444411097+0j),(0.054943985487263355+0j),(0.5533899666336053+0j),(2.175157887996427+0j),(36.1671038581873+0j)
15.57788944723618,(0.004520796238513578+0j),(0.024389490222683698+0j),(0.053595138367352045+0j),(0.5409980585749565+0j),(2.137305769525394+0j),(36.056754522084475+0j)
15.703517587939697,(0.004408722319168922+0j),(0.023787188635198443+0j),(0.052279062116447034+0j),(0.5288570955939148+0j),(2.099917525380783+0j),(35.946446298865105+0j)
15.829145728643216,(0.0042994244090431965+0j),(0.023199692267214873+0j),(0.05099497700887059+0j),(0.5169630658138209+0j),(2.0629922789870663+0j),(35.83617939489973+0j)
15.954773869346733,(0.004192833864711442+0j),(0.022626640527213488+0j),(0.049742121084203055+0j),(0.5053119803864965+0j),(2.026529060210864+0j),(35.72595401802972+0j)
16.08040201005025,(0.004088883734408112+0j),(0.022067681444387473+0j),(0.04851974978010453+0j),(0.4938998749763158+0j),(1.9905268052145855+0j),(35.61577037758052+0j)
16.20603015075377,(0.003987508716616945+0j),(0.021522471470382384+0j),(0.047327135570910436+0j),(0.482722811184943+0j),(1.9549843563991707+0j),(35.50562868437509+0j)
16.331658291457284,(0.0038886451196607857+0j),(0.020990675285214068+0j),(0.04616356761200261+0j),(0.471776877916539+0j),(1.919900462437133+0j),(35.395529150747464+0j)
16.457286432160803,(0.0037922308222679666+0j),(0.020471965607295816+0j),(0.04502835138995119+0j),(0.4610581926833619+0j),(1.8852737783969766+0j),(35.28547199055645+0j)
16.58291457286432,(0.00369820523509227+0j),(0.01996602300750579+0j),(0.04392080837841854+0j),(0.45056290285181233+0j),(1.851102865959851+0j),(35.175457419199475+0j)
16.708542713567837,(0.0036065092631639723+0j),(0.019472535727225758+0j),(0.04284027569980886+0j),(0.4402871868290785+0j),(1.817386193729082+0j),(35.06548565362661+0j)
16.834170854271356,(0.0035170852692500906+0j),(0.0189911995002828+0j),(0.041786105792644954+0j),(0.4302272551906617+0j),(1.7841221376330794+0j),(34.955556912354695+0j)
16.95979899497487,(0.0034298770381023134+0j),(0.018521717378725523+0j),(0.040757666084646794+0j),(0.42037935174914876+0j),(1.751308981421856+0j),(34.84567141548168+0j)
17.08542713567839,(0.0033448297415716423+0j),(0.01806379956236712+0j),(0.03975433867148344+0j),(0.4107397545647149+0j),(1.718944917257218+0j),(34.73582938470107+0j)
17.21105527638191,(0.0032618899045692503+0j),(0.0176171632320281+0j),(0.038775520001165964+0j),(0.4013047768979242+0j),(1.6870280463964775+0j),(34.62603104331648+0j)
17.336683417085425,(0.003181005371853485+0j),(0.017181532386411336+0j),(0.03782062056404462+0j),(0.39207076810548214+0j),(1.6555563799692965+0j),(34.51627661625655+0j)
17.462311557788944,(0.003102125275623405+0j),(0.01675663768254331+0j),(0.03688906458837024+0j),(0.3830341144796828+0j),(1.6245278398470895+0j),(34.40656633008971+0j)
17.587939698492463,(0.003025200003899731+0j),(0.016342216279715813+0j),(0.03598028974137771+0j),(0.37419124003237+0j),(1.5939402596041816+0j),(34.29690041303941+0j)
17.713567839195978,(0.0029501811696744365+0j),(0.015938011686862614+0j),(0.03509374683584433+0j),(0.365538607224297+0j),(1.5637913855696994+0j),(34.1872790949993+0j)
17.839195979899497,(0.0028770215808107155+0j),(0.015543773613306574+0j),(0.03422889954207532+0j),(0.3570727176408399+0j),(1.5340788779689674+0j),(34.07770260754869+0j)
17.964824120603012,(0.002805675210675441+0j),(0.015159257822813374+0j),(0.03338522410526491+0j),(0.3487901126150833+0j),(1.504800312152981+0j),(33.968171183968145+0j)
18.09045226130653,(0.002736097169486605+0j),(0.014784225990888258+0j),(0.032562209068179096+0j),(0.34068737379934444+0j),(1.4759531799142875+0j),(33.858685059255215+0j)
18.21608040201005,(0.002668243676358715+0j),(0.014418445565253561+0j),(0.03175935499910517+0j),(0.33276112368625954+0j),(1.4475348908874508+0j),(33.74924447014041+0j)
18.341708542713565,(0.0026020720320294355+0j),(0.014061689629444865+0j),(0.03097617422500988+0j),(0.3250080260805949+0j),(1.4195427740320241+0j),(33.63984965510329+0j)
18.467336683417084,(0.002537540592251156+0j),(0.013713736769464734+0j),(0.030212190569847017+0j),(0.31742478652298817+0j),(1.3919740791958044+0j),(33.53050085438873+0j)
18.5929648241206,(0.002474608741831614+0j),(0.013374370943433779+0j),(0.029466939097953938+0j),(0.31000815266686277+0j),(1.3648259787559387+0j),(33.42119831002342+0j)
18.71859296482412,(0.0024132368693079507+0j),(0.0130433813541793+0j),(0.028739965862474102+0j),(0.302754914609781+0j),(1.3380955693352599+0j),(33.311942265832485+0j)
18.844221105527637,(0.0023533863422390555+0j),(0.012720562324702825+0j),(0.02803082765874279+0j),(0.2956619051805368+0j),(1.3117798735910942+0j),(33.20273296745632+0j)
18.969849246231153,(0.00229501948310132+0j),(0.012405713176468429+0j),(0.027339091782570855+0j),(0.28872600018330064+0j),(1.2858758420735765+0j),(33.0935706623676+0j)
19.09547738693467,(0.002238099545773301+0j),(0.01209863811045473+0j),(0.026664335793361034+0j),(0.28194411860015506+0j),(1.2603803551503905+0j),(32.98445559988845+0j)
19.22110552763819,(0.0021825906925951495+0j),(0.011799146090914201+0j),(0.026006147281990563+0j),(0.2753132227533684+0j),(1.2352902249946924+0j),(32.87538803120789+0j)
19.346733668341706,(0.002128457971988948+0j),(0.011507050731784176+0j),(0.025364123643392696+0j),(0.2688303184287607+0j),(1.210602197632848+0j),(32.76636820939938+0j)
19.472361809045225,(0.00207566729662644+0j),(0.011222170185694843+0j),(0.024737871853769338+0j),(0.26249245496152784+0j),(1.1863129550484806+0j),(32.657396389438574+0j)
19.597989949748744,(0.002024185422130986+0j),(0.010944327035520462+0j),(0.024127008252366845+0j),(0.2562967252858893+0j),(1.1624191173392442+0j),(32.54847282822133+0j)
19.72361809045226,(0.001973979926300817+0j),(0.01067334818842066+0j),(0.023531158327745903+0j),(0.25024026594992205+0j),(1.1389172449226057+0j),(32.43959778458183+0j)
19.849246231155778,(0.0019250191888410225+0j),(0.010409064772319565+0j),(0.0229499565084769+0j),(0.24432025709694047+0j),(1.1158038407868474+0j),(32.330771519311014+0j)
19.974874371859293,(0.0018772723715919858+0j),(0.01015131203477162+0j),(0.022383045958191572+0j),(0.2385339224147805+0j),(1.0930753527834463+0j),(32.2219942951751+0j)
20.100502512562812,(0.0018307093992422374+0j),(0.009899929244163351+0j),(0.02183007837492136+0j),(0.23287852905432488+0j),(1.0707281759568816+0j),(32.11326637693437+0j)
20.22613065326633,(0.00178530094051404+0j),(0.009654759593201572+0j),(0.02129071379465382+0j),(0.2273513875186081+0j),(1.048758654907924+0j),(32.00458803136219+0j)
20.351758793969847,(0.0017410183898102422+0j),(0.009415650104639144+0j),(0.02076462039903724+0j),(0.22194985152381413+0j),(1.0271630861863812+0j),(31.895959527264182+0j)
